team,avg_age,possession,progressive_carries_per90,progressive_passes_per90,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,gk_goals_against_per90,gk_shots_on_target_against,gk_save_pct,gk_pens_save_pct,gk_free_kick_goals_against_per90,gk_corner_kick_goals_against_per90,gk_own_goals_against_per90,gk_psxg_per90,gk_psnpxg_per_shot_on_target_against,gk_psxg_net_per90,gk_passes_pct_launched,gk_passes_per90,gk_passes_throws_per90,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks_per90,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses_per90,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net_per90,npxg_net_per90,passes_completed_per90,passes_per90,passes_pct,passes_total_distance_per90,passes_progressive_distance_per90,passes_completed_short_per90,passes_short_per90,passes_pct_short,passes_completed_medium_per90,passes_medium_per90,passes_pct_medium,passes_completed_long_per90,passes_long_per90,passes_pct_long,pass_xa_per90,xg_assist_net_per90,assisted_shots_per90,passes_into_final_third_per90,passes_into_penalty_area_per90,crosses_into_penalty_area_per90,passes_live_per90,passes_dead_per90,passes_free_kicks_per90,through_balls_per90,passes_switches_per90,crosses_per90,throw_ins_per90,corner_kicks_per90,corner_kicks_in_per90,corner_kicks_out_per90,corner_kicks_straight_per90,passes_offsides_per90,passes_blocked_per90,sca_per90,sca_passes_live_per90,sca_passes_dead_per90,sca_take_ons_per90,sca_shots_per90,sca_fouled_per90,sca_defense_per90,gca_per90,gca_passes_live_per90,gca_passes_dead_per90,gca_take_ons_per90,gca_shots_per90,gca_fouled_per90,gca_defense_per90,tackles_per90,tackles_won_per90,tackles_def_3rd_per90,tackles_mid_3rd_per90,tackles_att_3rd_per90,challenge_tackles_per90,challenges_per90,challenge_tackles_pct,challenges_lost_per90,blocks_per90,blocked_shots_per90,blocked_passes_per90,interceptions_per90,tackles_interceptions_per90,clearances_per90,errors_per90,touches_per90,touches_def_pen_area_per90,touches_def_3rd_per90,touches_mid_3rd_per90,touches_att_3rd_per90,touches_att_pen_area_per90,touches_live_ball_per90,take_ons_per90,take_ons_won_per90,take_ons_won_pct,take_ons_tackled_per90,take_ons_tackled_pct,carries_per90,carries_distance_per90,carries_progressive_distance_per90,carries_into_final_third_per90,carries_into_penalty_area_per90,miscontrols_per90,dispossessed_per90,passes_received_per90,progressive_passes_received_per90,cards_yellow_red_per90,fouls_per90,fouled_per90,offsides_per90,pens_won_per90,pens_conceded_per90,own_goals_per90,ball_recoveries_per90,aerials_won_per90,aerials_lost_per90,aerials_won_pct,season
Marseille,27.8,59.2,21.5,54.0,1.33,1.0,2.33,1.17,2.17,1.44,0.88,2.32,1.31,2.19,1.33,20,60.0,0.0,0.0,0.16666666666666666,0.0,0.9,0.27,-0.43,32.1,25.166666666666668,3.3333333333333335,30.5,32.8,4.166666666666667,40.0,37.6,7.333333333333333,6.8,1.83,17.0,29.1,13.17,3.83,0.09,0.3,19.0,4,0.1,-0.09999999999999999,-0.15,512.0,607.8333333333334,84.2,9188.5,2626.8333333333335,209.66666666666666,232.33333333333334,90.2,230.16666666666666,261.8333333333333,87.9,54.5,80.0,68.1,0.8166666666666668,0.11666666666666665,9.0,51.0,7.666666666666667,1.8333333333333333,558.3333333333334,45.166666666666664,14.666666666666666,0.8333333333333334,4.833333333333333,19.333333333333332,19.166666666666668,5.0,1.1666666666666667,1.5,0.16666666666666666,4.333333333333333,8.833333333333334,23.17,16.166666666666668,3.1666666666666665,0.8333333333333334,1.5,1.3333333333333333,0.16666666666666666,1.83,1.1666666666666667,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,17.833333333333332,9.666666666666666,6.666666666666667,8.5,2.6666666666666665,6.666666666666667,11.5,58.0,4.833333333333333,9.0,3.3333333333333335,5.666666666666667,11.333333333333334,29.166666666666668,9.5,0.16666666666666666,713.3333333333334,44.333333333333336,153.0,364.5,201.5,18.5,713.1666666666666,19.833333333333332,7.666666666666667,38.7,10.5,52.9,549.8333333333334,3017.0,1428.0,22.333333333333332,3.1666666666666665,17.0,10.0,508.5,53.833333333333336,0.0,11.0,13.666666666666666,4.333333333333333,0.16666666666666666,0.0,0.0,58.833333333333336,9.333333333333334,10.166666666666666,47.9,2023
Milan,27.1,48.0,18.083333333333332,31.5,1.17,0.75,1.92,1.0,1.75,1.38,0.94,2.31,1.18,2.12,0.92,52,80.8,50.0,0.0,0.25,0.0,1.2,0.24,0.28,52.1,29.25,4.0,29.6,31.9,6.833333333333333,48.8,40.8,13.583333333333334,6.7,1.75,16.9,31.1,11.25,3.5,0.09,0.29,17.5,3,0.11,-0.20833333333333334,-0.17500000000000002,358.8333333333333,449.3333333333333,79.9,6695.083333333333,2426.25,148.75,173.0,86.0,151.91666666666666,173.41666666666666,87.6,47.666666666666664,75.75,62.9,0.9166666666666666,-0.19166666666666665,8.25,25.916666666666668,6.416666666666667,2.1666666666666665,404.0833333333333,43.666666666666664,13.416666666666666,1.1666666666666667,2.6666666666666665,14.083333333333334,17.416666666666668,3.0,1.25,1.5,0.0,1.5833333333333333,9.25,20.17,14.75,1.4166666666666667,1.0833333333333333,1.6666666666666667,0.9166666666666666,0.3333333333333333,2.08,1.4166666666666667,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.25,0.0,17.833333333333332,10.25,9.25,6.666666666666667,1.9166666666666667,7.416666666666667,15.25,48.6,7.833333333333333,10.75,3.8333333333333335,6.916666666666667,8.583333333333334,26.416666666666668,15.583333333333334,0.3333333333333333,561.3333333333334,61.583333333333336,190.16666666666666,258.6666666666667,118.83333333333333,19.25,561.0833333333334,22.166666666666668,9.583333333333334,43.2,9.333333333333334,42.1,306.9166666666667,1781.0,936.8333333333334,12.083333333333334,4.75,15.25,10.083333333333334,354.4166666666667,30.5,0.0,14.083333333333334,12.333333333333334,1.5833333333333333,0.25,0.16666666666666666,0.0,52.0,13.166666666666666,13.416666666666666,49.5,2023
Napoli,27.2,56.4,26.0,41.9,2.6,2.0,4.6,2.2,4.2,2.52,1.57,4.09,1.91,3.48,0.8,30,76.7,50.0,0.0,0.2,0.0,1.1400000000000001,0.33,0.34,44.7,24.5,4.8,15.5,24.8,7.0,12.9,21.0,12.9,5.4,1.1,13.6,37.7,16.7,6.3,0.13,0.35,16.7,2,0.12,0.08,0.29,493.8,584.9,84.4,7955.4,2669.1,244.9,267.0,91.7,196.3,225.1,87.2,33.2,55.0,60.4,1.51,0.43,13.6,32.6,8.9,2.0,536.7,46.3,14.4,3.3,4.7,16.8,17.4,5.8,2.2,2.0,0.0,1.9,9.1,31.5,22.1,2.7,2.2,2.1,1.2,1.2,4.7,3.3,0.2,0.4,0.5,0.1,0.2,17.3,10.4,7.9,6.4,3.0,7.8,14.1,55.3,6.3,9.5,2.9,6.6,8.8,26.1,16.0,0.4,694.7,63.3,210.6,340.8,151.9,29.8,693.9,24.8,11.4,46.0,9.5,38.3,469.1,2322.5,1238.9,16.6,8.0,13.8,8.2,490.8,41.5,0.1,10.9,13.4,1.9,0.4,0.2,0.0,56.8,14.1,12.9,52.2,2023
Paris S-G,28.3,56.8,23.0,44.0,1.87,1.5,3.38,1.75,3.25,1.35,0.89,2.24,1.25,2.14,1.25,35,74.3,0.0,0.0,0.25,0.125,1.2625,0.26,0.13,31.0,24.0,5.125,17.2,25.1,5.75,19.6,23.7,12.375,2.0,1.0,13.3,41.4,12.38,5.12,0.14,0.34,17.6,8,0.1,0.525,0.5,571.25,648.375,88.1,8567.625,2760.5,308.25,333.25,92.5,192.0,211.875,90.6,37.625,54.25,69.4,1.075,0.6125,8.75,38.875,11.125,1.0,600.375,45.875,16.875,2.625,2.375,11.875,13.875,4.875,1.875,1.875,0.0,2.125,9.25,22.37,17.25,1.375,1.125,0.875,1.625,0.125,3.5,3.125,0.0,0.25,0.0,0.125,0.0,14.625,9.625,7.25,5.625,1.75,7.375,17.375,42.4,10.0,9.625,2.875,6.75,7.75,22.375,12.125,0.375,743.375,69.75,229.0,345.0,176.375,26.25,743.25,25.25,12.375,49.0,9.25,36.6,604.5,3315.25,1551.5,24.625,6.875,12.75,11.375,567.875,43.875,0.0,8.0,14.25,2.125,0.125,0.125,0.125,50.375,7.625,7.75,49.6,2023
Porto,27.6,47.5,18.0,31.125,1.5,0.87,2.37,1.13,2.0,1.9,1.33,3.23,1.61,2.94,1.0,38,81.6,75.0,0.0,0.125,0.125,1.3375,0.18,0.46,38.1,41.25,5.5,36.1,36.1,6.0,58.3,46.7,14.625,7.7,1.0,13.6,34.2,13.87,4.75,0.08,0.24,16.5,1,0.12,-0.4,-0.4875,357.125,462.875,77.2,6429.5,2425.375,161.125,186.375,86.5,146.0,172.125,84.8,40.875,77.0,53.1,1.075,-0.45,10.625,21.625,7.5,2.0,411.5,49.625,15.125,1.375,2.25,14.125,21.0,4.375,2.375,1.0,0.0,1.75,9.25,24.12,18.25,1.875,0.375,2.375,1.0,0.25,2.25,1.5,0.125,0.125,0.25,0.25,0.0,17.0,11.0,9.5,5.625,1.875,7.125,15.875,44.9,8.75,10.625,2.875,7.75,9.625,26.625,19.0,0.125,576.0,76.625,212.875,241.125,128.125,26.875,575.625,18.125,7.75,42.8,8.125,44.8,354.875,1740.625,906.625,10.375,5.125,15.75,6.625,354.0,31.0,0.375,11.25,12.875,1.75,0.25,0.5,0.125,53.375,15.75,16.875,48.3,2023
Rangers,29.2,38.5,10.333333333333334,23.166666666666668,0.33,0.17,0.5,0.17,0.33,0.82,0.44,1.26,0.68,1.13,3.67,51,60.8,33.3,0.16666666666666666,0.5,0.0,3.033333333333333,0.3,-0.64,29.5,28.166666666666668,4.166666666666667,42.6,35.0,9.333333333333334,58.9,47.4,11.166666666666666,3.0,1.17,18.9,23.3,7.17,1.67,0.02,0.1,17.6,2,0.1,-0.48333333333333334,-0.5166666666666667,308.3333333333333,408.6666666666667,75.4,5507.166666666667,1921.5,140.66666666666666,164.16666666666666,85.7,128.83333333333334,151.16666666666666,85.2,32.333333333333336,70.66666666666667,45.8,0.3833333333333333,-0.2833333333333333,5.0,19.666666666666668,3.3333333333333335,2.1666666666666665,358.8333333333333,47.333333333333336,11.5,0.5,2.5,14.0,18.333333333333332,3.3333333333333335,0.16666666666666666,2.3333333333333335,0.0,2.5,7.666666666666667,11.67,7.833333333333333,0.8333333333333334,1.0,1.0,1.0,0.0,0.67,0.5,0.0,0.0,0.0,0.16666666666666666,0.0,14.833333333333334,7.5,6.333333333333333,7.0,1.5,6.5,15.166666666666666,42.9,8.666666666666666,10.5,4.0,6.5,9.666666666666666,24.5,17.5,0.5,507.6666666666667,75.83333333333333,204.0,215.16666666666666,93.5,11.333333333333334,507.5,14.833333333333334,5.0,33.7,8.333333333333334,56.2,284.5,1432.0,643.3333333333334,8.5,2.8333333333333335,13.666666666666666,9.0,306.3333333333333,22.833333333333332,0.16666666666666666,8.333333333333334,9.166666666666666,2.5,0.16666666666666666,0.5,0.0,47.833333333333336,10.0,13.333333333333334,42.9,2023
RB Leipzig,26.9,50.0,15.75,42.0,1.62,1.5,3.12,1.62,3.12,1.46,1.27,2.73,1.46,2.73,2.12,39,61.5,0.0,0.0,0.375,0.0,1.8,0.35,-0.33,26.9,34.75,4.25,16.5,25.6,5.875,12.8,24.8,11.5,6.5,0.63,15.2,38.6,11.0,4.25,0.15,0.38,15.8,3,0.13,0.1625,0.1625,470.875,554.75,84.9,7970.5,2540.75,218.25,240.625,90.7,198.0,220.375,89.8,38.75,62.125,62.4,1.275,0.225,9.25,33.75,11.0,2.125,511.0,41.25,10.375,2.625,3.5,14.25,18.0,4.0,0.875,2.375,0.0,2.5,8.125,19.5,15.875,1.25,0.75,0.875,0.625,0.125,2.62,2.125,0.125,0.125,0.25,0.0,0.0,17.0,9.875,7.75,7.125,2.125,8.625,19.0,45.4,10.375,10.0,2.125,7.875,8.5,25.5,13.5,0.75,646.875,67.875,212.25,290.375,148.75,21.875,646.875,14.0,7.25,51.8,4.875,34.8,455.25,2201.625,1065.5,13.625,4.125,14.125,7.75,467.5,41.875,0.0,8.5,9.5,2.5,0.0,0.25,0.0,48.5,7.375,7.625,49.2,2023
RB Salzburg,23.3,40.0,14.333333333333334,28.5,0.83,0.5,1.33,0.67,1.17,1.38,0.98,2.36,1.25,2.23,1.5,30,70.0,0.0,0.0,0.3333333333333333,0.0,1.5666666666666667,0.31,0.07,39.7,18.5,1.8333333333333333,54.1,42.4,5.333333333333333,40.6,39.9,14.833333333333334,2.2,1.33,16.2,32.1,14.0,4.5,0.05,0.15,19.1,3,0.09,-0.5499999999999999,-0.5833333333333334,254.5,370.5,68.7,4339.166666666667,1995.3333333333333,125.0,157.5,79.4,90.5,124.66666666666667,72.6,28.0,62.5,44.8,0.7999999999999999,-0.48333333333333334,9.666666666666666,21.166666666666668,7.166666666666667,2.1666666666666665,321.8333333333333,47.333333333333336,10.0,0.6666666666666666,1.5,14.666666666666666,25.5,4.0,3.0,0.5,0.0,1.3333333333333333,9.333333333333334,22.33,16.5,1.5,1.1666666666666667,1.8333333333333333,0.8333333333333334,0.5,1.5,0.8333333333333334,0.0,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,25.666666666666668,14.166666666666666,12.833333333333334,9.0,3.8333333333333335,11.666666666666666,20.0,58.3,8.333333333333334,15.5,3.8333333333333335,11.666666666666666,8.5,34.166666666666664,19.666666666666668,0.5,502.6666666666667,56.333333333333336,145.5,235.16666666666666,129.83333333333334,18.0,502.5,16.666666666666668,5.5,33.0,8.666666666666666,52.0,280.1666666666667,1645.0,781.0,13.0,3.3333333333333335,18.666666666666668,10.5,252.0,28.166666666666668,0.0,12.833333333333334,8.5,1.3333333333333333,0.16666666666666666,0.0,0.0,64.83333333333333,12.5,15.166666666666666,45.2,2023
Real Madrid,28.6,53.7,23.666666666666668,41.166666666666664,2.17,1.75,3.92,1.92,3.67,1.85,1.43,3.28,1.71,3.14,1.08,58,77.6,100.0,0.08333333333333333,0.16666666666666666,0.0,1.55,0.31,0.47,27.4,29.166666666666668,6.666666666666667,20.3,28.7,5.25,38.1,39.0,12.25,6.8,0.67,13.0,40.2,15.33,6.17,0.13,0.31,17.6,5,0.12,0.30833333333333335,0.20833333333333334,554.5833333333334,633.4166666666666,87.6,8649.833333333334,2733.1666666666665,294.75,316.4166666666667,93.2,193.41666666666666,213.25,90.7,41.416666666666664,64.16666666666667,64.5,1.5916666666666668,0.31666666666666665,12.25,41.333333333333336,8.666666666666666,1.8333333333333333,588.5,43.75,11.583333333333334,1.8333333333333333,6.166666666666667,14.083333333333334,17.166666666666668,5.333333333333333,1.5833333333333333,1.4166666666666667,0.0,1.1666666666666667,9.25,27.92,21.416666666666668,1.8333333333333333,2.0,1.25,1.0833333333333333,0.3333333333333333,3.75,2.5833333333333335,0.25,0.4166666666666667,0.25,0.25,0.0,14.416666666666666,8.166666666666666,7.083333333333333,5.666666666666667,1.6666666666666667,7.083333333333333,14.833333333333334,47.8,7.75,11.083333333333334,2.8333333333333335,8.25,9.25,23.666666666666668,14.916666666666666,0.08333333333333333,736.6666666666666,70.41666666666667,215.58333333333334,329.5833333333333,198.0,25.75,736.4166666666666,22.5,10.0,44.4,9.416666666666666,41.9,468.0,2428.8333333333335,1223.0833333333333,17.25,7.833333333333333,11.666666666666666,7.166666666666667,551.4166666666666,41.0,0.0,8.333333333333334,10.583333333333334,1.1666666666666667,0.08333333333333333,0.08333333333333333,0.0,45.083333333333336,6.5,5.916666666666667,52.3,2023
Sevilla,29.6,50.7,12.333333333333334,38.833333333333336,1.0,0.83,1.83,1.0,1.83,0.9,0.67,1.57,0.9,1.57,2.0,30,60.0,0.0,0.0,0.16666666666666666,0.0,1.6833333333333333,0.36,-0.32,33.7,38.166666666666664,3.8333333333333335,24.9,29.7,8.666666666666666,55.8,44.5,12.166666666666666,11.0,0.67,10.6,35.3,11.33,4.0,0.09,0.25,17.5,2,0.08,0.09999999999999999,0.09999999999999999,439.1666666666667,531.5,82.6,8066.666666666667,2646.1666666666665,187.16666666666666,208.83333333333334,89.6,200.66666666666666,226.66666666666666,88.5,46.166666666666664,76.83333333333333,60.1,0.7333333333333334,0.16666666666666666,8.333333333333334,26.833333333333332,7.166666666666667,1.5,482.8333333333333,47.333333333333336,13.166666666666666,1.1666666666666667,5.5,15.166666666666666,19.166666666666668,2.8333333333333335,0.3333333333333333,2.0,0.0,1.3333333333333333,9.333333333333334,19.83,14.833333333333334,1.6666666666666667,0.6666666666666666,1.8333333333333333,0.6666666666666666,0.16666666666666666,1.5,0.6666666666666666,0.5,0.0,0.16666666666666666,0.16666666666666666,0.0,13.666666666666666,8.166666666666666,6.333333333333333,5.0,2.3333333333333335,7.166666666666667,15.5,46.2,8.333333333333334,10.666666666666666,3.1666666666666665,7.5,8.166666666666666,21.833333333333332,15.0,1.0,624.1666666666666,75.83333333333333,237.83333333333334,255.16666666666666,134.33333333333334,17.0,624.1666666666666,13.166666666666666,5.666666666666667,43.0,5.5,41.8,348.6666666666667,1516.5,697.5,10.0,3.0,12.166666666666666,7.166666666666667,435.1666666666667,38.333333333333336,0.0,9.5,12.333333333333334,1.3333333333333333,0.0,0.0,0.0,42.5,12.166666666666666,10.833333333333334,52.9,2023
Shakhtar,25.1,42.3,17.333333333333332,23.333333333333332,1.33,1.17,2.5,1.33,2.5,0.62,0.5,1.13,0.62,1.13,1.67,38,73.7,0.0,0.0,0.0,0.3333333333333333,1.5,0.25,0.17,31.0,34.166666666666664,4.166666666666667,20.5,27.0,9.0,53.7,44.5,20.333333333333332,3.3,0.33,8.7,33.3,7.5,2.5,0.18,0.53,19.9,1,0.08,0.7166666666666667,0.7166666666666667,410.1666666666667,487.8333333333333,84.1,6965.333333333333,2406.5,198.0,214.83333333333334,92.2,169.66666666666666,189.0,89.8,34.833333333333336,62.333333333333336,55.9,0.5166666666666667,0.6666666666666666,5.333333333333333,16.666666666666668,3.0,0.6666666666666666,444.0,42.333333333333336,9.833333333333334,2.6666666666666665,2.0,7.5,12.833333333333334,2.5,1.3333333333333333,1.0,0.16666666666666666,1.5,8.333333333333334,13.33,11.666666666666666,0.6666666666666666,0.0,0.5,0.16666666666666666,0.3333333333333333,2.33,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,17.666666666666668,8.666666666666666,11.333333333333334,5.0,1.3333333333333333,7.5,16.5,45.5,9.0,9.5,2.8333333333333335,6.666666666666667,10.833333333333334,28.5,26.0,0.8333333333333334,600.5,109.66666666666667,304.6666666666667,233.5,66.0,10.666666666666666,600.5,17.166666666666668,5.333333333333333,31.1,9.5,55.3,379.0,1958.5,983.1666666666666,11.333333333333334,3.1666666666666665,11.833333333333334,8.666666666666666,407.3333333333333,23.166666666666668,0.0,10.833333333333334,7.833333333333333,1.5,0.0,0.0,0.3333333333333333,44.166666666666664,6.333333333333333,9.333333333333334,40.4,2023
Sporting CP,26.1,45.3,13.0,23.166666666666668,1.33,0.83,2.17,1.33,2.17,0.63,0.5,1.12,0.63,1.12,1.51,29,75.9,0.0,0.0,0.3333333333333333,0.0,1.7666666666666666,0.31,0.27,24.3,38.666666666666664,6.666666666666667,30.6,30.9,9.5,63.2,42.1,17.5,10.5,0.5,8.8,46.7,7.5,3.5,0.18,0.38,18.5,1,0.09,0.7000000000000001,0.7000000000000001,375.0,468.6666666666667,80.0,6790.166666666667,2177.0,159.33333333333334,181.16666666666666,87.9,171.83333333333334,195.5,87.9,37.333333333333336,72.5,51.5,0.4166666666666667,0.3333333333333333,5.5,15.833333333333334,3.3333333333333335,0.6666666666666666,418.3333333333333,49.666666666666664,17.5,0.6666666666666666,3.6666666666666665,10.166666666666666,16.333333333333332,3.3333333333333335,1.3333333333333333,1.5,0.16666666666666666,0.6666666666666666,7.166666666666667,12.5,8.833333333333334,1.1666666666666667,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.16666666666666666,2.5,1.6666666666666667,0.16666666666666666,0.5,0.16666666666666666,0.0,0.0,21.166666666666668,12.5,11.666666666666666,8.166666666666666,1.3333333333333333,9.333333333333334,14.833333333333334,62.9,5.5,10.333333333333334,2.5,7.833333333333333,8.333333333333334,29.5,21.166666666666668,0.6666666666666666,578.3333333333334,95.33333333333333,258.1666666666667,247.33333333333334,78.16666666666667,11.166666666666666,578.3333333333334,18.0,8.166666666666666,45.4,7.833333333333333,43.5,349.5,1617.5,829.0,9.333333333333334,2.6666666666666665,15.0,14.666666666666666,373.3333333333333,23.0,0.3333333333333333,11.5,12.0,0.6666666666666666,0.0,0.3333333333333333,0.0,45.5,7.833333333333333,11.0,41.6,2023
Tottenham,28.6,50.6,19.0,44.375,1.0,0.87,1.87,0.87,1.75,1.25,0.94,2.19,1.05,1.99,0.87,30,76.7,0.0,0.0,0.375,0.0,1.2375,0.37,0.36,48.9,22.375,5.75,20.7,27.3,6.5,19.2,25.9,12.0,6.3,2.0,17.9,30.5,11.87,3.62,0.07,0.24,17.3,4,0.09,-0.25,-0.175,432.375,533.75,81.0,7537.875,2673.0,193.875,220.875,87.8,188.0,217.125,86.6,39.5,66.125,59.7,1.0625,-0.0625,8.875,33.5,8.375,2.0,488.5,42.75,11.5,1.625,3.25,20.75,17.25,5.625,3.25,1.0,0.0,2.5,9.0,22.12,16.125,1.875,0.875,1.125,1.75,0.375,1.87,1.125,0.25,0.125,0.125,0.25,0.0,19.125,11.0,7.0,9.125,3.0,8.875,17.875,49.7,9.0,9.375,3.5,5.875,8.875,28.0,16.5,0.625,639.125,61.375,193.375,303.75,146.875,20.75,638.875,16.875,6.5,38.5,6.75,40.0,378.375,2008.875,973.0,14.25,3.375,14.125,7.75,428.875,44.125,0.125,12.625,10.75,2.5,0.25,0.0,0.0,54.0,14.625,11.25,56.5,2023
Viktoria Plzeň,28.9,29.5,11.333333333333334,21.166666666666668,0.83,0.67,1.5,0.67,1.33,0.92,0.59,1.51,0.79,1.38,4.0,55,56.4,0.0,0.0,0.16666666666666666,0.0,3.8333333333333335,0.43,-0.17,45.8,23.0,4.0,54.3,41.8,8.833333333333334,81.1,57.0,13.166666666666666,2.5,1.33,15.8,28.4,11.17,3.17,0.06,0.21,18.9,0,0.07,-0.08333333333333333,-0.13333333333333333,221.33333333333334,301.0,73.5,4470.0,2207.6666666666665,89.16666666666667,106.33333333333333,83.9,91.83333333333333,109.83333333333333,83.6,34.166666666666664,64.5,53.0,0.6333333333333333,0.08333333333333333,7.666666666666667,21.5,6.666666666666667,2.8333333333333335,255.66666666666666,44.166666666666664,11.166666666666666,0.0,2.1666666666666665,15.666666666666666,14.666666666666666,3.6666666666666665,1.3333333333333333,1.3333333333333333,0.0,1.1666666666666667,7.166666666666667,18.67,13.166666666666666,1.8333333333333333,0.8333333333333334,1.1666666666666667,1.1666666666666667,0.5,1.67,1.3333333333333333,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,15.833333333333334,6.833333333333333,8.666666666666666,4.666666666666667,2.5,6.833333333333333,16.333333333333332,41.8,9.5,10.166666666666666,3.3333333333333335,6.833333333333333,11.166666666666666,27.0,21.333333333333332,0.0,412.5,67.16666666666667,166.66666666666666,153.16666666666666,97.5,16.333333333333332,412.3333333333333,11.5,4.0,34.8,6.166666666666667,53.6,189.0,968.6666666666666,444.8333333333333,6.333333333333333,1.5,12.333333333333334,9.166666666666666,218.83333333333334,20.666666666666668,0.0,9.833333333333334,8.666666666666666,1.1666666666666667,0.16666666666666666,0.0,0.0,46.666666666666664,13.833333333333334,12.666666666666666,52.2,2023
